conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,sentiment_pakar
1.94E+18,Sat Jul 05 13:40:11 +0000 2025,0, VeChain fokus ke logistik &amp; supply chain. Blockchain untuk efisiensi industri nyata. #BybitIndonesia #VeChain,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941492306106098108,903730254,,positif
1.94E+18,Sat Jul 05 13:39:41 +0000 2025,0,Kini Nyawa tak lagi punya harga Terombang-ambing lepas Temui nasib tanpa juang Konon Sebab efisiensi Konon Demi kemajuan Lupa Semua konon itu Takkan berarti tanpa nyawa Mungkin Karena nyawa telah tergadai Dalam perjudian dengan setan @PemetikAksara,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941492177697374290,1.18E+18,,negatif
1.94E+18,Sat Jul 05 13:38:37 +0000 2025,0, Fantom (FTM) fokus pada efisiensi DeFi &amp; kecepatan tinggi. Gas fee-nya super murah. #BybitIndonesia #Fantom,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941491910134333899,903730254,,positif
1.94E+18,Sat Jul 05 13:35:48 +0000 2025,0,@tempodotco Wkwkwkwwk yg efisiensi mah rakyatnya. Pejabatnya tetap foya2. Efisiensi tp kabinet gemuk tolol emang wkwwkwk,1.94E+18,,tempodotco,in,,0,0,0,https://x.com/undefined/status/1941491203020816711,189882871,,negatif
1.94E+18,Sat Jul 05 13:31:44 +0000 2025,0,@NarasiNewsroom Efisiensi ala si gemoy @prabowo yang bagi bagi Rolex eh warganya sendiri untuk dianter ke RS aja susah mati,1.94E+18,,NarasiNewsroom,in,,0,0,0,https://x.com/undefined/status/1941490180428529758,195276200,,negatif
1.94E+18,Sat Jul 05 13:29:27 +0000 2025,1,@NgkongRoses Efisiensi kantong sendiri kalau APBN ya enggak lah..kan mindset selama ini anggaran itu harus habis tanpa sisa,1.94E+18,,NgkongRoses,in,,0,1,1,https://x.com/undefined/status/1941489604798054622,1.89E+18,,negatif
1.94E+18,Sat Jul 05 13:27:28 +0000 2025,0,@sila1sil giliran instansi vital yg terjun ke masyarakat kena efisiensi istri pejabat jalan jalan di fasilitasi ,1.94E+18,,sila1sil,in,,0,0,0,https://x.com/undefined/status/1941489103461286041,1.19E+18,,negatif
1.94E+18,Sat Jul 05 13:23:10 +0000 2025,0,@PNS_Ababil aku seneng efisiensi,1.94E+18,,PNS_Ababil,in,,0,0,0,https://x.com/undefined/status/1941488021255418083,1.14E+18,,positif
1.94E+18,Sat Jul 05 13:20:27 +0000 2025,58,Kuots yang langsung menghujam jantungku. EFISIENSI APA KABAR EFISIENSI?,1.94E+18,,,in,,0,6,22,https://x.com/undefined/status/1941487341157351735,257207822,,negatif
1.94E+18,Sat Jul 05 13:18:32 +0000 2025,0, AI di blockchain bukan gimmick. Banyak proyek sekarang pake AI buat efisiensi dan analitik. #BybitIndonesia,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941486858653008373,1.83E+18,,positif
1.94E+18,Sat Jul 05 13:16:23 +0000 2025,0,@tubirfess 1 hal bikin stress: cari kerja karena barusan kena efisiensi 1 hal yang bikin bersyukur: bisa tidur siang,1.94E+18,,tubirfess,in,,0,0,0,https://x.com/undefined/status/1941486314609943027,1.27E+18,,negatif
1.94E+18,Sat Jul 05 13:13:58 +0000 2025,0,@tempodotco Efisiensi katanya ,1.94E+18,,tempodotco,in,,0,0,0,https://x.com/undefined/status/1941485706460921945,1.69E+18,,netral
1.91E+18,Sat Jul 05 13:12:45 +0000 2025,1,@wibisonoys @Srik4ndiMuslim2 @DamaiHariLubis @ajengcute16__ @Fahrihamzah @rahmasarita @DokterTifa @NarasiNewsroom @SonoraFM92 @Dennysiregar7 @ch_chotimah2 @andre_rosiade @Gerindra @karniilyas @ILCTalkshow @BocorAlusPol @jokowi @realAmienRais @officialinews_ @Lisaamartatara6 @MonaLisa_Twins @DediMulyadi71 @xquitavee @ProfylHenuk @PDI_Perjuangan @DianSandiU @tomlembong @GusNurian @NyaiNeneng @NenkMonica @Piyusaja2 @DPR_RI @emhaainunnadjib @fadlizon Efisiensi hanya utk rakyat. Tidak utk Istri Mentri jalan - jalan ke eropa. Anggaran utk rakyat tidak boleh mengurangi anggaran utk dikorupsi atau Bancakan! https://t.co/lQhmUlKpZ6,1.94E+18,,DsSupriyady,in,,0,1,0,https://x.com/undefined/status/1941485402277503431,2926855970,,positif
1.94E+18,Sat Jul 05 13:10:40 +0000 2025,3,@giIangmahesa Efisiensi cuma buat yg di bawah yg di atas gak efisien apa2. Padahal kalo yg dipucuk pimpinan mau efisiensi setara dengan ratusan orang pegawai biasa. Misal penggunaan kertas dan listrik diefisiensikan tapi penggunaan mobil dinas para eselon jalan terus.,1.94E+18,,giIangmahesa,in,,0,0,0,https://x.com/undefined/status/1941484877330907320,49000496,,positif
1.94E+18,Sat Jul 05 13:10:36 +0000 2025,0,Sudah 8 bulan berjalan saja masih kacau balau langkahnya. Pidato dan pelaksanaan tak sinkron. Efisiensi tapi anggaran makin defisit. Menterinya yg gemuk bermasalah tapi tak berani mengganti. Masih mau 2 periode?,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941484861795315851,4694497610,,positif
1.94E+18,Sat Jul 05 13:04:01 +0000 2025,0,@txtdrimedia Tak ada yang Betul Cakapnya ini para Pembantunya Presiden. Ente punya Wapres aja jelas bisa kerja karena ada Ordal dan langgar aturan tandanya Lapangan Kerja Tak ada Apalagi dengan program Efisiensi artinya proyek dilingkungan yang menyerap Tenaga Kerja di Bidang Konstruksi,1.94E+18,,txtdrimedia,in,,0,0,0,https://x.com/undefined/status/1941483204432756761,1.57E+18,,positif
1.94E+18,Sat Jul 05 13:01:49 +0000 2025,0,Industri Manufaktur pasti akan melakukan Cost Reduction yang dampaknya Efisiensi. Infonya ada APM yang idle time juga di bulan Juni - Juli.,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941482652261024260,243530961,,positif
1.94E+18,Sat Jul 05 12:58:34 +0000 2025,0,Udah beberapa kali interview pelamar tiap ditanya kenapa resign dr tempat kerja sebelumnya? jawabannya pasti Karena adanya efisiensi~ ,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941481832996090263,1.69E+18,,negatif
1.94E+18,Sat Jul 05 11:28:17 +0000 2025,0,@CosmicaSerika Awan pun terkena efek efisiensi ang-,1.94E+18,,CosmicaSerika,in,,0,0,0,https://x.com/undefined/status/1941459111276839196,1.86E+18,,negatif
1.94E+18,Sat Jul 05 11:27:45 +0000 2025,0,@tempodotco Efisiensi cuma pengalihan,1.94E+18,,tempodotco,in,,0,0,0,https://x.com/undefined/status/1941458975674990656,1.13E+18,,negatif
1.94E+18,Sat Jul 05 11:26:42 +0000 2025,0,Danantara hadir sebagai langkah nyata mendorong efisiensi dan keterbukaan demi Indonesia yang lebih maju. Bersama kita wujudkan pembangunan yang adil modern dan penuh harapan! https://t.co/roRfogXQND,1.94E+18,https://pbs.twimg.com/media/GvFxPMmbgAASWDm.jpg,BenSigorta,in,,0,1,0,https://x.com/undefined/status/1941458711878508744,1541049978,,positif
1.94E+18,Sat Jul 05 11:14:35 +0000 2025,0,@Inter Inter Media efisiensi?,1.94E+18,,Inter,es,,0,0,0,https://x.com/undefined/status/1941455664884363750,1113950202,,netral
1.94E+18,Sat Jul 05 11:10:03 +0000 2025,0,sebuah kebijakan paling tolol di pemerintahan sekarang adalah efisiensi anggaran untuk danantara faktanya yang terjadi adalah efisiensi (khusus pns golongan bawah pemotongan biaya operasional biaya pendidikan kompetisi akademik kesehatan dll) pejabatnya masih bisa foya foya,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941454524000108783,1.17E+18,,negatif
1.94E+18,Sat Jul 05 11:02:34 +0000 2025,0,Sakit bangett yaAllah bener-bener efisiensi anggaran yang ga masuk akall yaAllah pkm ️,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941452641521049876,1.70E+18,,negatif
1.94E+18,Sat Jul 05 10:57:49 +0000 2025,0,@tempodotco Efisiensi p*nt*t,1.94E+18,,tempodotco,in,,0,0,0,https://x.com/undefined/status/1941451443007099118,58824665,,negatif
1.94E+18,Sat Jul 05 10:57:40 +0000 2025,0,Pemerintah menjadi contoh bagi masyarakatnya? *efisiensi anggaran,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941451406550106285,307044103,,negatif
1.94E+18,Sat Jul 05 10:56:18 +0000 2025,0,Namun ditengah kabar-kabar baik ada juga kabar yang mungkin kurang keren karena CEO @SUPRA_Labs sdr. @JoshuaTobkin memberikan pengumuman adanya pengurangan jumlah Node dari 179 menjadi 121 sahaja. Hal tersebut dilakukan sebagai bentuk efisiensi akibat penurunan harga.,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941451063816749400,1.45E+18,,netral
1.94E+18,Sat Jul 05 10:55:49 +0000 2025,0,@tempodotco efisiensi tp kabinet super gemuk ,1.94E+18,,tempodotco,in,,0,0,0,https://x.com/undefined/status/1941450942341406931,65601019,,negatif
1.94E+18,Sat Jul 05 10:54:32 +0000 2025,0,@tempodotco Efisiensi sektor yg gak menguntungkan. Ugal2an dana utk sektor yg bsa dgarong. Lha padha bae..malah luwih parah..kepriben sih inyong ora paham.,1.94E+18,,tempodotco,in,,0,0,0,https://x.com/undefined/status/1941450620323631255,1.21E+18,,negatif
1.94E+18,Sat Jul 05 10:48:59 +0000 2025,0,Yg kena efisiensi mah staf bawah semua yg atasnya ga kena sama sekaliii,1.94E+18,,,in,,0,1,0,https://x.com/undefined/status/1941449219778413057,410609882,,negatif
1.94E+18,Sat Jul 05 10:46:20 +0000 2025,0,$ERG = Ergo ️ Smart contract UTXO Fokus efisiensi &amp; privacy #BybitIndonesia,1.94E+18,,,es,,0,0,0,https://x.com/undefined/status/1941448553295184359,903730254,,positif
1.94E+18,Sat Jul 05 10:43:39 +0000 2025,0,@giIangmahesa @PNS_Ababil Nulis efisiensi dengan bener dulu.,1.94E+18,,giIangmahesa,in,,0,1,0,https://x.com/undefined/status/1941447878444187820,152971970,,netral
1.94E+18,Sat Jul 05 10:36:34 +0000 2025,1,@hnirankara Bukan Efisiensi hanya Realokasi dr anggaran utk kegiatan yg penting dan terencana direalokasi untuk kegiatan sesuai selera rejim tanpa outcome yg jelas. Sama aja kek duit ilang rain dr peredaran karena ditransfer utk topup judol.,1.94E+18,,hnirankara,in,,0,0,0,https://x.com/undefined/status/1941446097538515237,1.75E+18,,negatif
1.94E+18,Sat Jul 05 10:26:57 +0000 2025,0,@tempodotco Mungkin kurang tepat kalo dibilang efisiensi lebih tepat uangnya digunakan untuk sektor lain,1.94E+18,,tempodotco,in,,0,0,0,https://x.com/undefined/status/1941443674854048146,318939108,,netral
1.94E+18,Sat Jul 05 10:18:56 +0000 2025,6,@NarasiNewsroom Efisiensi cuma di daerah di pusat bancaa'an,1.94E+18,,NarasiNewsroom,in,,0,0,1,https://x.com/undefined/status/1941441659914613219,1468878222,,netral
1.94E+18,Sat Jul 05 10:13:39 +0000 2025,0,@hnirankara Efisiensi dgn kabinet gemuk aja sdh nganu,1.94E+18,,hnirankara,in,,0,0,0,https://x.com/undefined/status/1941440329120612728,1.50E+18,,netral
1.94E+18,Sat Jul 05 10:08:09 +0000 2025,0,@tempodotco Mau efisiensi? Coba tiru Argentina yg hapus useless ministry atau tiru Vietnam yg merge beberapa provinsi jadi 1 provinsi,1.94E+18,,tempodotco,in,,0,0,0,https://x.com/undefined/status/1941438946413822447,1.80E+18,,netral
1.94E+18,Sat Jul 05 10:07:14 +0000 2025,3,@hnirankara @Boediantar4 Tdk ada efisiensi bg DPR RI DPRD provinsi &amp; DPRD Kabupaten seluruh Indonesia yg hampir tiap hari keliling atas nama kunker yg tdk bnyk guna kecuali hanya habiskan anggaran ratusan trilyun utk bayar hotel pesawat &amp; uang saku. Bupati Gubernur hingga Presiden tdk berani negur.,1.94E+18,,hnirankara,in,,0,0,0,https://x.com/undefined/status/1941438714175160663,1.81E+18,,netral
1.94E+18,Sat Jul 05 10:06:41 +0000 2025,0,@tanyakanrl Tmnku auditor di pemkab kmrn story pulang dari kantor jam 9 malam mana katanya sppd(?) Dipotong separo karena efisiensi... kasihan dengernya mana ldr sama suami,1.94E+18,,tanyakanrl,in,,0,0,0,https://x.com/undefined/status/1941438576895697288,522070325,,netral
1.94E+18,Sat Jul 05 10:04:53 +0000 2025,0,@josem4rti gak terhindar dari efisiensi ,1.94E+18,,josem4rti,in,,0,0,0,https://x.com/undefined/status/1941438122472136898,1.84E+18,,netral
1.94E+18,Sat Jul 05 10:04:19 +0000 2025,1,@ardisatriawan Efisiensi tidak efektif karena nyatanya memang tidak ada Efisiensi. Yang ada adalah anggaran2 yang selama ini udah establised dan jelas penggunannya dialihkan ke proyek2 coba-coba serta kelompok lingkar dalam ,1.94E+18,,ardisatriawan,in,,0,0,0,https://x.com/undefined/status/1941437980427813061,1.51E+18,,negatif
1.94E+18,Sat Jul 05 10:02:41 +0000 2025,0,@tempodotco Efisiensi utk apa? Ya utk dikorupsilah... Maka wajar klo semakin digencarkan efisiensi maka makin gede jml korupsinya... Betul ga mbah @prabowo ??,1.94E+18,,tempodotco,in,,0,0,0,https://x.com/undefined/status/1941437571655139830,1.61E+18,,negatif
1.94E+18,Sat Jul 05 10:02:37 +0000 2025,0,@CNNIndonesia @grok kamu punya saran gak agar pemerintahan ini dikelola lebih profesional dan efisiensi mengedepankan meritokrasi dab menjauhi kkn. Mengapa zaman Soeharto itu milih menteri dan pejabat tinggi dari orang-orang ahli di bidangnya dan hanya sedikit yg backgroundnya politik?,1.94E+18,,CNNIndonesia,in,,0,1,0,https://x.com/undefined/status/1941437552667525240,344601410,,netral
1.94E+18,Sat Jul 05 09:55:44 +0000 2025,0,@tempodotco Pasti membesar efisiensi memperkecil besaran nya. Karena dialihkan untuk projek lain yg bisa memutar uang di dalam negeri. Hutang dan kewajiban yang ditinggalkan @jokowi pasti akan memperdalam defisit dan meroket hutang,1.94E+18,,tempodotco,in,,0,0,0,https://x.com/undefined/status/1941435821527269631,176951953,,negatif
1.94E+18,Sat Jul 05 09:43:45 +0000 2025,0,PAJAK TAMBAHAN EFISIENSI YG GUE BAYAR TERNYATA GUNANYA UNTUK NEMENIN ISTRI MENTERI JALAN-JALAN! KONTOL.,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941432805663310085,1.53E+18,,negatif
1.94E+18,Sat Jul 05 09:43:24 +0000 2025,0,@GoodTo_Gravity Minwon lagi efisiensi duitnya untuk resepsi 7 hari 7 malam,1.94E+18,,GoodTo_Gravity,in,,0,1,0,https://x.com/undefined/status/1941432715150336375,9.51E+17,,negatif
1.94E+18,Sat Jul 05 09:35:24 +0000 2025,5,@MurtadhaOne1 @liputan6dotcom Media makin banyak kena PHK. Karena suara kritis itu gak laku yang laku justru buzzer &amp; iklan kementerian. Demokrasi kita gak mati cuma disuruh mingkem dulu demi efisiensi.,1.94E+18,,MurtadhaOne1,in,,0,1,0,https://x.com/undefined/status/1941430703549448588,1.92E+18,,negatif
1.94E+18,Sat Jul 05 09:34:23 +0000 2025,1,yuji! kira kira bisa urus banding atau minta keringanan ukt ngga yaahh :( buat yang orang tuanya terdampak phk massal efisiensi tahun ini please enlighten me maaci,1.94E+18,,,in,,0,3,0,https://x.com/undefined/status/1941430446987804890,1.42E+18,,negatif
1.94E+18,Sat Jul 05 09:32:17 +0000 2025,0,Demi Investasi AI Microsoft Lakukan Efisiensi Besar dengan PHK 9 000 Karyawan! https://t.co/n6erNXeEvY,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941429918623203689,4019321358,,negatif
1.94E+18,Sat Jul 05 09:28:06 +0000 2025,0,@tempodotco Jd sebetulnya guna efisiensi itu apa sih bangsatttt,1.94E+18,,tempodotco,in,,0,0,0,https://x.com/undefined/status/1941428867115405816,414670227,,negatif
1.94E+18,Sat Jul 05 09:27:27 +0000 2025,0,@xzrhopalocera Ditengah efisiensi ini perjadin itu bagai oase ditengah gurun yang sangat tandus.,1.94E+18,,xzrhopalocera,in,,0,1,0,https://x.com/undefined/status/1941428705240416571,520957204,,netral
1.94E+18,Sat Jul 05 09:26:08 +0000 2025,1,$FET = https://t.co/vc48K6vtfv Autonomous agent &amp; AI Fokus ke efisiensi sistem #BybitIndonesia,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941428373600993329,903730254,,positif
1.94E+18,Sat Jul 05 09:15:27 +0000 2025,3,Katanya mahasiswa disuruh berkualitas berinovasi berdaya saing tapi ruang buat tumbuhnya malah dikurangi dananya dipotong. Lucu banget. Efisiensi nggak berarti nginjek mimpi banyak orang https://t.co/03Il8S8Ivx,1.94E+18,https://pbs.twimg.com/media/GvFUXz-bUAAPpp2.jpg,,in,,0,0,0,https://x.com/undefined/status/1941425685052215676,1.90E+18,,negatif
1.94E+18,Sat Jul 05 09:14:59 +0000 2025,0,yaiyalah yg buang2 duitnya kan elu elu pada yg disuruh efisiensi kita kocak. si bakal berhasil tuh,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941425567699763455,100951201,,negatif
1.94E+18,Sat Jul 05 09:07:01 +0000 2025,0,Lagian dah dbilangin ini bkn efisiensi tp relokasi anggaran ke pos2 yg diinginkan,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941423561312436555,195335790,,netral
1.94E+18,Sat Jul 05 09:04:41 +0000 2025,0,@NenkMonica Efisiensi itu buat lu semua istri gw anak gw emak n nyokap gw tetangga gw makan minum molor modol jalan-jalan keliling dunia ttg ditanggung negara paham klean gw sudah dapat restu Mulyono Wowo emang berani larang.....? ,1.94E+18,,NenkMonica,in,,0,0,0,https://x.com/undefined/status/1941422974093099477,153388685,,negatif
1.94E+18,Sat Jul 05 09:00:36 +0000 2025,0,@nsrlanas @BagasPratyaksaN Efisiensi ngosak-ngasik semua lini lur. ,1.94E+18,,nsrlanas,in,,0,0,0,https://x.com/undefined/status/1941421947629486248,336356887,,negatif
1.94E+18,Sat Jul 05 08:59:15 +0000 2025,0,Kita tahu kalau RTX 5090 adlh GPU consumer-grade terkencang saat ini. Tapi performa saja tidak cukup. Kita perlu lihat juga dari sisi fitur efisiensi pendinginan dan user experience secara keseluruhan. MANLI Gallardo GeForce RTX 5090 OC 32GB GDDR7 https://t.co/86qfDYBJ93 https://t.co/Qjpiw6TAbP,1.94E+18,https://pbs.twimg.com/media/GvFQjF4aAAQINMN.jpg,,in,,0,0,0,https://x.com/undefined/status/1941421607098229199,258702488,,positif
1.94E+18,Sat Jul 05 08:51:44 +0000 2025,0,@NannzZoya efek efisiensi,1.94E+18,,NannzZoya,in,,0,0,0,https://x.com/undefined/status/1941419714770764256,1.84E+18,,netral
1.94E+18,Sat Jul 05 08:46:30 +0000 2025,0,@NOTASLIMBOY Kendaraan dinas bisa super mewah. Efisiensi is a joke.,1.94E+18,,NOTASLIMBOY,in,,0,0,1,https://x.com/undefined/status/1941418399697117413,1.26E+18,,negatif
1.94E+18,Sat Jul 05 08:39:48 +0000 2025,1,@regar_op0sisi Efisiensi ya pak @prabowo ?,1.94E+18,,regar_op0sisi,es,,0,0,0,https://x.com/undefined/status/1941416711397441958,1.90E+18,,netral
1.94E+18,Sat Jul 05 08:36:49 +0000 2025,0,wdym univku meskipun swasta tp tahun lalu ppk bisa sampai nyentuh 10 proposal dan pkm bisa 40 proposal yg lolos tahun ini ppk o cm 3/4 dan pkm cm 2 proposal? that's all bcs efisiensi yg larinya ke hal yg katanya lbh penting drpd pendidikan wkkw,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941415960629608931,1.91E+18,,negatif
1.94E+18,Sat Jul 05 08:34:00 +0000 2025,0,@hnirankara Bukannya sebagian efisiensi batal malah ditambahkan,1.94E+18,,hnirankara,in,,0,0,0,https://x.com/undefined/status/1941415250567524861,134638027,,netral
1.94E+18,Sat Jul 05 08:32:01 +0000 2025,0,Tingkatkan efisiensi kerja Anda dengan Impact Makita 2 Baterai 86VF! https://t.co/f87mg3MvYl,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941414752120660455,1.90E+18,,positif
1.94E+18,Sat Jul 05 08:31:57 +0000 2025,0,@LexWu_13 Hancur lebur yg dibawah. Efisiensi tai kucing. Bohong!!,1.94E+18,,LexWu_13,in,,0,0,0,https://x.com/undefined/status/1941414734852653541,18822125,,negatif
1.94E+18,Sat Jul 05 08:31:50 +0000 2025,0,kaget bgt liat pengumuman ppk ormawa pkm dan ntah nanti p2mw bakal gmn. biasanya tiap univ bisa ada 100 lbh proposal yg lolos tahun ini bisa nyentuh 70 rasanya udh luar biasa skli. sungguh efek efisiensi yg sangat merugikan rakyat,1.94E+18,,,in,,0,1,0,https://x.com/undefined/status/1941414705907761436,1.91E+18,,negatif
1.94E+18,Sat Jul 05 08:31:35 +0000 2025,0,@crxotic PKM program kreativitas mahasiswa. Kek lomba research gitu tapi ada macem macem bidang. Tahun lalu lolos tapi tahun ini ga lolos huhu kelompok ku. Besar kemungkinan karena efek efisiensi,1.94E+18,,crxotic,in,,0,0,0,https://x.com/undefined/status/1941414644402606580,1.82E+18,,negatif
1.94E+18,Sat Jul 05 08:30:44 +0000 2025,0,Lah efisiensi buat apa ,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941414431566741781,633481067,,netral
1.94E+18,Sat Jul 05 08:28:45 +0000 2025,0,Lah coba ini pak @prabowo Setelah Efisiensi Defisit Anggaran Malah Membesar https://t.co/QfFF9D3BOb,1.94E+18,,,in,,0,0,0,https://x.com/undefined/status/1941413930955571656,1.34E+18,,negatif
1.94E+18,Sat Jul 05 08:16:33 +0000 2025,0,@tempodotco Efisiensi cuma utk rakyate ya percuma krn yg bikin jebol para pejabate sdri,1.94E+18,,tempodotco,in,,0,0,0,https://x.com/undefined/status/1941410861953974681,1.84E+18,,negatif
1.94E+18,Sat Jul 05 08:12:36 +0000 2025,0,@NOTASLIMBOY jajaran direksinya orang hasil bagi2 jabatan.. efisiensi tu ,1.94E+18,,NOTASLIMBOY,in,,0,0,0,https://x.com/undefined/status/1941409867635491080,247679526,,negatif
1.94E+18,Sat Jul 05 08:11:08 +0000 2025,21,@democrazymedia Yaelah lebay selebay kabinet gemuk boros suka foya2 tapi bilangnya efisiensi,1.94E+18,,democrazymedia,in,,0,0,0,https://x.com/undefined/status/1941409495990796492,1.91E+18,,negatif
1.94E+18,Sat Jul 05 08:09:13 +0000 2025,0,@NOTASLIMBOY @prabowo harusnya demi efisiensi seluruh komisaris dan direksi BUMN itu di gaji hitungan persen jika memberi keuntungan. Jika tidak untuk beri gaji setara UMR saja,1.94E+18,,NOTASLIMBOY,in,,0,0,0,https://x.com/undefined/status/1941409014530920488,261160991,,negatif
1.94E+18,Sat Jul 05 08:08:04 +0000 2025,0,@WatchmenID @ceritafilms Pengen nonton sore karena emang pengen banget dari dulu dan pengen menang GA nya juga. Karena kalo gak menang kaya gak mungkin banget bisa nonton dengan gaji saya yang sekarang kena efisiensi. Mau ngajak siapa? Tentu saja temen kalo gak saudara sendiri ,1.94E+18,,WatchmenID,in,,0,0,0,https://x.com/undefined/status/1941408725862146411,1641721194,,negatif
1.94E+18,Sat Jul 05 08:05:00 +0000 2025,0,@ArfianAye @TfYogyakarta @merapi_uncover @dishubdiy @kominfodiy @humas_jogja @dprd_diy Iso saiki bus efisiensi Unite euro 4 kabeh termasuk mercy 1626 nek hino hino RM 280 abs. Kabeh truk yo wes euro 4 kabeh. Aturan wes seko 2021. Euro 5 wae ngombene jek bio solar. Kae kabeh chasis bus tronton Scania volvo mercedes-benz MAN euro 5 tapi do ngombe bio,1.94E+18,,ArfianAye,in,,0,1,0,https://x.com/undefined/status/1941407954684739875,1735258891,,netral
1.94E+18,Sat Jul 05 08:04:38 +0000 2025,11,@PNS_Ababil HOMEBASE TUKIN EFISIENSI ESKAPE MUTASI KKM HKM JABFUNG GRADE,1.94E+18,,PNS_Ababil,in,,0,1,3,https://x.com/undefined/status/1941407861428584572,97646351,,netral
1.94E+18,Sat Jul 05 08:03:59 +0000 2025,0,@kompascom Nih bu Sri Mulyani hasil efisiensi nya,1.94E+18,,kompascom,in,,0,0,0,https://x.com/undefined/status/1941407698597315064,1.09E+18,,netral
1.94E+18,Sat Jul 05 08:03:07 +0000 2025,0,@rimapurwasih Mentri+orng kesayangan jkw d lawan Y gk bakalan kuat Akn mengejar koruptor smpe ke antartika cman omon-omon efisiensi cman d terapkan untk rakyat doang sedangkan pejabat nya d fasilitasi sangat royal,1.94E+18,,rimapurwasih,in,,0,0,0,https://x.com/undefined/status/1941407478501212462,1.91E+18,,negatif
